text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
fake fraud platform allowed wrong product delivery,0,0,4,fallback_support,0
goob,1,1,4,fallback_support,1
welcome kit delivery delayed over a week disappointing,0,0,0,delay,0
charges high,1,1,4,fallback_support,1
delivery rider unresponsive,0,0,4,fallback_support,1
delivery boy provided excellent service,2,2,4,fallback_support,2
delivery delayed,1,0,0,delay,0
delivery boy rude but at least delivered order,1,0,3,behaviour,0
status shows delivered but not received,0,0,2,damage_lost,0
sumeran attitude always help company,1,1,4,fallback_support,1
very satisfied,2,2,4,fallback_support,2
it is excellent service,2,2,4,fallback_support,2
your service excellent,2,2,4,fallback_support,2
top notch delivery overall,1,1,4,fallback_support,1
delivery confirmation sms without delivery,1,1,4,fallback_support,1
order one but he deliver two,1,1,4,fallback_support,1
delivery failed after multiple attempts poor support,0,0,0,delay,0
parcel received but not handed properly,1,1,4,fallback_support,1
wrong product delivered by vendor,0,0,4,fallback_support,0
order delivered before expected date,1,1,4,fallback_support,1
person who come for delivery helpful,2,2,4,fallback_support,2
forced self pickup very bad service,0,0,4,fallback_support,0
0,1,1,4,fallback_support,1
timely delivery not done across regions,1,1,4,fallback_support,2
go get parcel they didnt deliver,1,1,4,fallback_support,1
full payment received mattress delivered after one week,0,0,4,fallback_support,1
delivery service very poor,0,0,4,fallback_support,0
delivery person impolite refused doorstep delivery repeatedly,0,0,3,behaviour,2
bank staff behaviour very good,2,2,3,behaviour,2
need return product,1,1,7,refund,1
all good,1,2,4,fallback_support,2
kit not received,0,0,2,damage_lost,0
very bad delivery boy not attend call,0,0,4,support,0
my shipment not deliver,0,0,4,fallback_support,1
please keep promises,1,1,4,fallback_support,1
good service delivery executive polite humble,2,2,4,fallback_support,2
package delivery confusion recipient mismatch,1,1,4,fallback_support,1
parcel not delivered after otp verification,0,0,4,fallback_support,0
courier marked delivered without call or visit,0,0,4,support,1
ok service,1,1,4,fallback_support,1
package attempt failed due to meeting rider marked consignee not found,1,1,4,fallback_support,1
still not delivered,0,0,4,fallback_support,0
name mismatch no confirmation or call received,1,1,4,support,1
need more branches suggestion,1,1,4,fallback_support,1
order handed to unknown person without call,0,0,4,support,1
pathetic service false updates,0,0,4,fallback_support,1
need more nearby branches,1,1,4,fallback_support,1
package leaking inside,0,0,2,damage_lost,0
even after giving rating process is cumbersome no punctuality or sense of time,0,0,4,fallback_support,1
delivery not on my address very bad experience,0,0,4,fallback_support,0
damaged product not returnable disappointed,0,0,2,damage_lost,0
thanks for quick delivery,2,2,4,fallback_support,2
delivery service fast and nice,2,2,4,fallback_support,2
on time delivery good,2,2,4,fallback_support,2
love it,2,2,4,fallback_support,2
call me for details,1,1,4,support,1
you are already great,2,2,4,fallback_support,2
delivery person didnt call shows wrong address,0,0,1,wrong_delivery,0
order marked delivered without attempt,0,0,4,fallback_support,1
good delivery person,2,2,4,fallback_support,2
fraud no shipment delivered,0,0,4,fallback_support,1
back side middle edge broken,1,1,2,damage_lost,0
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,1,2,5,tracking,1
information message,1,1,4,fallback_support,1
update status truthfully,1,1,4,fallback_support,1
call before delivery or allow time slot,1,1,4,support,1
want refund,1,0,7,refund,1
too late service for urgent parcel,1,0,0,delay,0
appreciate delivery partner dedication,2,2,4,fallback_support,2
fast delivery well handled package,2,2,4,fallback_support,2
why delivery always afternoon and why otp needed every time,1,1,4,fallback_support,1
reach final round,1,1,4,fallback_support,1
delivery promised monday came thursday very disappointed,0,0,4,fallback_support,1
polite behaviour timely delivery item with not any disturbance,2,2,3,behaviour,2
could be faster,1,1,4,fallback_support,2
executive humble polite well mannered,2,2,4,fallback_support,2
nothing,1,1,4,fallback_support,1
fast delivery,1,1,4,fallback_support,2
marked consignee not available falsely,0,0,4,fallback_support,1
unsecured delivery without OTP verification,0,0,4,fallback_support,1
no call received for delivery,1,1,3,behaviour,1
courier fraud paid order scam,1,1,4,fallback_support,1
delivery boy very polite and helpful,2,2,4,fallback_support,2
very fast service,2,2,4,fallback_support,2
repeatedly had to collect parcel from hub,0,0,4,fallback_support,1
not good product,0,0,4,fallback_support,2
excellent work by staff,2,2,4,fallback_support,2
shipment supposed to be delivered earlier but fake delivery attempt message shown,0,0,4,fallback_support,0
do not get any parcel no call for delivery,0,0,3,behaviour,1
delivery staff rude behaviour,0,0,3,behaviour,0
delivery boy polite good,1,2,4,fallback_support,2
bad service never seen before,0,0,4,fallback_support,0
delivery executive hand over hdfc kit to unknown maid,1,1,4,fallback_support,1
delivery date not met,1,1,4,fallback_support,1
it not delivered yet but status marked delivered without passcode,0,0,0,delay,0
product not received and no call,0,0,2,damage_lost,0
disciplined delivery,2,2,4,fallback_support,2
fake retailer report on website,0,0,4,fallback_support,0
satisfactory,2,2,4,fallback_support,2
leave parcel with security without informing,1,1,4,fallback_support,1
abusive language,1,1,4,fallback_support,1
delivery done on time,2,2,4,fallback_support,2
delivery executive showed great respect,2,2,4,fallback_support,2
outstanding,1,1,4,fallback_support,1
asked to collect parcel downstairs instead of doorstep delivery,1,1,4,fallback_support,1
delivery agent deserves appreciation token,2,2,4,fallback_support,2
bad experience on this order for past day not get not correct response,0,0,4,fallback_support,0
delivery completed smoothly and on time,2,2,4,fallback_support,2
delivery faster than expectation,2,2,4,fallback_support,2
very good service overall,2,2,4,fallback_support,2
shipping on time but parcel stuck at hub,1,1,4,fallback_support,0
delivery person availability issue,1,0,4,fallback_support,0
order cancelled request,0,0,4,fallback_support,1
bad product,0,0,4,fallback_support,0
delivery guidance good behaviour,1,2,3,behaviour,2
good satisfied,2,2,4,fallback_support,2
item not received only papers,1,1,2,damage_lost,0
no call no update long wait cancel if not delivered,1,0,5,tracking,0
delivery delayed by one day,0,0,0,delay,0
order delivered on promised time,2,2,4,fallback_support,2
order not delivered payment done still waiting,0,0,0,delay,0
shipment damaged and delivery status updated incorrectly multiple times,0,0,2,damage_lost,0
delivery boy rude with family,0,0,3,behaviour,0
refund requested for poor quality product,0,0,7,refund,0
credit card delivery delayed despite location clarification,1,0,0,delay,0
delivery not done,0,0,4,fallback_support,1
delivery boy should attempt second call,0,0,4,support,1
order very late,0,0,0,delay,0
false delivery status repeatedly updated,0,0,4,fallback_support,1
received empty box with paper inside product missing,0,0,2,damage_lost,0
delivery person spoke angrily and insulted woman at my house,0,0,4,fallback_support,1
return requested product not working,0,0,7,refund,0
delivery team reported wrong house number without calling,0,0,1,wrong_delivery,0
really good,2,2,4,fallback_support,2
reduce price no delivery charge suggestion,1,1,4,fallback_support,1
on time prompt delivery,1,1,4,fallback_support,2
Online system is excellent mobile app is very user friendly,2,2,4,fallback_support,2
good service overall,2,2,4,fallback_support,2
delivery staff misbehaved during document delivery,0,0,3,behaviour,1
fake item bring,1,1,4,fallback_support,0
fraud website low quality no refund,0,0,7,refund,0
delivery agent kind and ensured reattempt successful delivery,2,2,4,fallback_support,2
very poor service medicine delivery delayed,0,0,0,delay,0
not receive any product,1,1,4,fallback_support,1
Paes only pass,1,1,4,fallback_support,1
good time bound service,2,2,4,fallback_support,2
cancel order,0,0,4,fallback_support,1
very particular service,1,1,4,fallback_support,1
delivery time mismatch reschedule issue,0,0,4,fallback_support,0
delivery boy decent on time but contact number needed,1,1,4,support,2
bad quality product received,0,0,4,fallback_support,0
great job delivery team,2,2,4,fallback_support,2
try give whatsapp update,1,1,4,fallback_support,1
username change suggestion for security,1,1,4,fallback_support,1
fake product delivered,0,0,4,fallback_support,0
delivery boy argued and behaved badly,0,0,3,behaviour,0
no call had to go office,0,0,3,behaviour,1
complete satisfaction with recent delivery handle by blue dart,2,2,4,fallback_support,2
product information missing no contact number,1,0,4,support,0
delivery partner always gives excuse,0,0,4,fallback_support,1
very nice delivery service,2,2,4,fallback_support,2
baat karne ki tameez nahi very poor,0,0,4,fallback_support,0
delivery without trouble,2,2,4,fallback_support,2
delivery person humble polite professional,2,2,4,fallback_support,2
didnt receive parcel but marked delivered,0,0,4,fallback_support,1
super service no problem,2,0,4,fallback_support,0
superfast delivery,2,2,4,fallback_support,2
fake parcel delivered fraud reported,0,0,4,fallback_support,0
reduce otp dependency,1,1,4,fallback_support,1
consignment marked consignee unavailable without visit had to self collect,0,0,5,tracking,1
delivery boy rude and unprofessional,0,0,3,behaviour,0
my package supposed to be delivered previous day but delay created serious issue,0,0,0,delay,0
wrong product received,0,0,4,fallback_support,0
very poor,0,0,4,fallback_support,0
unable to get local language support customer care,0,0,4,support,1
although location far from delivery point,1,1,4,fallback_support,1
delivery,1,1,4,fallback_support,1
no customer care support,0,0,4,support,1
order damaged please return,0,0,2,damage_lost,0
order not delivered on scheduled date,0,0,4,fallback_support,0
IDFC bank achhi bank hai,1,1,4,fallback_support,1
excellent work by nikhil,2,2,4,fallback_support,2
parcel delivered to apartment security without consent unacceptable,1,1,4,fallback_support,1
agent delivered product without my consent,0,0,4,fallback_support,1
excellent delivery behaviour polite staff,2,2,3,behaviour,2
no call received but message shows delivered,0,0,3,behaviour,1
delivery service terrible despite correct address,0,0,4,fallback_support,1
called to collect parcel delivery boy absent,1,1,4,support,1
colour different,1,1,4,fallback_support,1
very polite behaviour of delivery man,1,1,3,behaviour,2
goo d,1,1,4,fallback_support,1
please tell me whom my parcel was delivered to,1,1,4,fallback_support,1
fantastic delivery very fast delivery,2,2,4,fallback_support,2
leave packet outside security concern,1,1,4,fallback_support,1
shipment called to alternate place for delivery,1,1,4,support,1
delivery guy was very rude,0,0,3,behaviour,0
important document security measures need improvement,1,1,4,fallback_support,1
