text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
delivery person lacks customer behaviour will not recommend bluedart,0,0,3,behaviour,1,0,2
no call received,1,1,3,behaviour,1,0,0
order delayed had to collect myself,0,0,0,delay,0,3,2
same day delivery started by bluedart great service,2,2,4,fallback_support,2,1,0
easy account opening within 2 minutes,2,2,4,fallback_support,2,1,0
order arrived damaged,1,0,2,damage_lost,0,3,3
koi deliver karne aaya hi tha,1,1,4,fallback_support,1,0,0
delivery staff rude attitude,0,0,3,behaviour,0,3,2
delivery agent did not call status shows delivered,0,0,3,behaviour,1,0,2
exllent,1,1,4,fallback_support,1,0,0
order not same,0,0,4,fallback_support,1,0,1
wrong item received need details,1,0,4,fallback_support,0,0,0
like the service,2,2,4,fallback_support,2,1,0
delivery person was rude and misbehaved on calls,0,0,3,behaviour,0,3,2
poor internal team,1,1,4,fallback_support,0,0,0
delivery boy behaviour very bad,0,0,3,behaviour,0,3,2
did not receive product no call from executive,0,0,2,damage_lost,0,4,3
delivery boy polite redelivered next day,2,2,4,fallback_support,2,1,0
so much delay not deliver my home do multiple follow up,0,0,0,delay,0,3,2
very good delivery on time polite staff,2,2,4,fallback_support,2,1,0
wrong system update no courier received,0,0,4,fallback_support,0,3,2
single item received instead of full order,1,1,4,fallback_support,1,0,0
delivery boy behaviour not good,0,0,3,behaviour,2,1,2
package damaged despite fragile sticker,1,0,2,damage_lost,0,3,3
delivery agent did not come for delivery,1,1,4,fallback_support,1,0,0
swift delivery,1,1,4,fallback_support,1,0,0
open package delivery would good,1,2,4,fallback_support,2,1,0
last time had a bad experience,0,0,4,fallback_support,0,3,2
it day late from estimate delivery,1,0,0,delay,0,0,1
positive experience respectful delivery boy,2,2,4,fallback_support,2,1,0
delivery person reached my home and delivered successfully very good service,2,2,4,fallback_support,2,1,0
food,1,1,4,fallback_support,1,0,0
product not received yet,1,1,2,damage_lost,0,0,0
delivery person didnt visit house forced outlet pickup,1,1,4,fallback_support,1,0,0
hamara company hai ki bar paisa liya jata hai,1,1,4,fallback_support,1,0,0
out for delivery in morning received after evening,1,1,4,fallback_support,1,0,0
no requirement excellent service,2,2,4,fallback_support,2,1,0
delivery boy poor behaviour,0,0,3,behaviour,0,3,2
very good experience,2,2,4,fallback_support,2,1,0
Reduce atiny Amount of ROI,1,1,4,fallback_support,1,0,0
return requested wrong product delivered,1,0,7,refund,0,0,0
tampered packaging wrong item and unreachable contact numbers,0,0,2,damage_lost,0,4,3
want cancel order,1,1,4,fallback_support,1,0,0
staff very helpful,2,2,4,fallback_support,2,1,0
reduce delivery charge request,1,1,4,fallback_support,1,0,0
very good service appreciate thanks,2,2,4,fallback_support,2,1,0
well service but nothing special,1,1,4,fallback_support,1,0,0
parcel not received without handover,0,0,2,damage_lost,0,4,3
delivery not attempted had to go office,0,0,0,delay,0,3,2
fail deliver parcel irresponsible had to reach depo,0,0,4,fallback_support,1,0,1
delivery not attempted had to collect from office staff rude,0,0,0,delay,0,3,2
impressed,1,1,4,fallback_support,1,0,0
great delivery representative,2,2,4,fallback_support,2,1,0
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,0,0,4,fallback_support,0,3,2
delivery executive insisted customer come downstairs refused doorstep delivery,0,0,4,fallback_support,1,0,1
parcel delivery week late,1,0,0,delay,0,0,1
very fast on time delivery,2,2,4,fallback_support,2,1,0
jst leave it in door,1,1,4,fallback_support,1,0,0
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,1,1,4,fallback_support,1,0,0
improve delivery timing,1,1,4,fallback_support,1,0,0
well,1,1,4,fallback_support,1,0,0
khagaul centre deliberately dont deliver prepaid material false customer not available remark,0,0,4,fallback_support,1,0,1
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,0,0,0,delay,0,3,2
parcel deliver wrong address in building,0,0,1,wrong_delivery,0,3,2
not deliver,0,0,4,fallback_support,1,0,1
avoid bluedart poor service experience,0,0,4,fallback_support,0,3,2
broken bottle received,1,1,2,damage_lost,0,0,0
delivery agent marked self delivered,1,1,4,fallback_support,1,0,0
parcel delivered to someone else,1,1,4,fallback_support,1,0,0
order marked delivered but partially missing,0,0,4,fallback_support,0,3,2
wrong package received from seller,0,0,4,fallback_support,0,3,2
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,0,0,4,support,2,1,1
nice product very good,2,2,4,fallback_support,2,1,0
product damage packing open item total damaged,1,0,2,damage_lost,0,3,3
polite interaction,1,1,4,fallback_support,2,0,0
fake fraud platform allowed wrong product delivery,0,0,4,fallback_support,0,4,3
goob,1,1,4,fallback_support,1,0,0
welcome kit delivery delayed over a week disappointing,0,0,0,delay,0,3,2
charges high,1,1,4,fallback_support,1,0,0
delivery rider unresponsive,0,0,4,fallback_support,1,0,1
delivery boy provided excellent service,2,2,4,fallback_support,2,1,0
delivery delayed,1,0,0,delay,0,2,2
delivery boy rude but at least delivered order,1,0,3,behaviour,0,3,2
status shows delivered but not received,0,0,2,damage_lost,0,4,3
sumeran attitude always help company,1,1,4,fallback_support,1,0,0
very satisfied,2,2,4,fallback_support,2,1,0
it is excellent service,2,2,4,fallback_support,2,1,0
your service excellent,2,2,4,fallback_support,2,1,0
top notch delivery overall,1,1,4,fallback_support,1,0,0
delivery confirmation sms without delivery,1,1,4,fallback_support,1,0,0
order one but he deliver two,1,1,4,fallback_support,1,0,0
delivery failed after multiple attempts poor support,0,0,0,delay,0,3,2
parcel received but not handed properly,1,1,4,fallback_support,1,0,0
wrong product delivered by vendor,0,0,4,fallback_support,0,3,2
order delivered before expected date,1,1,4,fallback_support,1,0,0
person who come for delivery helpful,2,2,4,fallback_support,2,1,0
forced self pickup very bad service,0,0,4,fallback_support,0,3,2
0,1,1,4,fallback_support,1,0,0
timely delivery not done across regions,1,1,4,fallback_support,2,0,0
go get parcel they didnt deliver,1,1,4,fallback_support,1,0,0
full payment received mattress delivered after one week,0,0,4,fallback_support,1,0,1
delivery service very poor,0,0,4,fallback_support,0,3,2
delivery person impolite refused doorstep delivery repeatedly,0,0,3,behaviour,2,0,2
bank staff behaviour very good,2,2,3,behaviour,2,1,0
need return product,1,1,7,refund,1,0,0
all good,1,2,4,fallback_support,2,1,0
kit not received,0,0,2,damage_lost,0,4,3
very bad delivery boy not attend call,0,0,4,support,0,3,2
my shipment not deliver,0,0,4,fallback_support,1,0,1
please keep promises,1,1,4,fallback_support,1,0,0
good service delivery executive polite humble,2,2,4,fallback_support,2,1,0
package delivery confusion recipient mismatch,1,1,4,fallback_support,1,0,0
parcel not delivered after otp verification,0,0,4,fallback_support,0,3,2
courier marked delivered without call or visit,0,0,4,support,1,0,1
ok service,1,1,4,fallback_support,1,0,0
package attempt failed due to meeting rider marked consignee not found,1,1,4,fallback_support,1,0,0
still not delivered,0,0,4,fallback_support,0,3,2
name mismatch no confirmation or call received,1,1,4,support,1,0,0
need more branches suggestion,1,1,4,fallback_support,1,0,0
order handed to unknown person without call,0,0,4,support,1,0,1
pathetic service false updates,0,0,4,fallback_support,1,0,1
need more nearby branches,1,1,4,fallback_support,1,0,0
package leaking inside,0,0,2,damage_lost,0,4,3
even after giving rating process is cumbersome no punctuality or sense of time,0,0,4,fallback_support,1,0,1
delivery not on my address very bad experience,0,0,4,fallback_support,0,3,2
damaged product not returnable disappointed,0,0,2,damage_lost,0,4,3
thanks for quick delivery,2,2,4,fallback_support,2,1,0
delivery service fast and nice,2,2,4,fallback_support,2,1,0
on time delivery good,2,2,4,fallback_support,2,1,0
love it,2,2,4,fallback_support,2,1,0
call me for details,1,1,4,support,1,0,0
you are already great,2,2,4,fallback_support,2,1,0
delivery person didnt call shows wrong address,0,0,1,wrong_delivery,0,3,2
order marked delivered without attempt,0,0,4,fallback_support,1,0,1
good delivery person,2,2,4,fallback_support,2,1,0
fraud no shipment delivered,0,0,4,fallback_support,1,4,3
back side middle edge broken,1,1,2,damage_lost,0,0,0
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,1,2,5,tracking,1,1,1
information message,1,1,4,fallback_support,1,0,0
update status truthfully,1,1,4,fallback_support,1,0,0
call before delivery or allow time slot,1,1,4,support,1,0,0
want refund,1,0,7,refund,1,0,0
too late service for urgent parcel,1,0,0,delay,0,0,1
appreciate delivery partner dedication,2,2,4,fallback_support,2,1,0
fast delivery well handled package,2,2,4,fallback_support,2,1,0
why delivery always afternoon and why otp needed every time,1,1,4,fallback_support,1,0,0
reach final round,1,1,4,fallback_support,1,0,0
delivery promised monday came thursday very disappointed,0,0,4,fallback_support,1,0,1
polite behaviour timely delivery item with not any disturbance,2,2,3,behaviour,2,1,0
could be faster,1,1,4,fallback_support,2,0,0
executive humble polite well mannered,2,2,4,fallback_support,2,1,0
nothing,1,1,4,fallback_support,1,0,0
fast delivery,1,1,4,fallback_support,2,0,0
marked consignee not available falsely,0,0,4,fallback_support,1,0,1
unsecured delivery without OTP verification,0,0,4,fallback_support,1,0,1
no call received for delivery,1,1,3,behaviour,1,0,0
courier fraud paid order scam,1,1,4,fallback_support,1,4,3
delivery boy very polite and helpful,2,2,4,fallback_support,2,1,0
very fast service,2,2,4,fallback_support,2,1,0
repeatedly had to collect parcel from hub,0,0,4,fallback_support,1,0,1
not good product,0,0,4,fallback_support,2,1,1
excellent work by staff,2,2,4,fallback_support,2,1,0
shipment supposed to be delivered earlier but fake delivery attempt message shown,0,0,4,fallback_support,0,3,2
do not get any parcel no call for delivery,0,0,3,behaviour,1,0,2
delivery staff rude behaviour,0,0,3,behaviour,0,3,2
delivery boy polite good,1,2,4,fallback_support,2,1,0
bad service never seen before,0,0,4,fallback_support,0,3,2
delivery executive hand over hdfc kit to unknown maid,1,1,4,fallback_support,1,0,0
delivery date not met,1,1,4,fallback_support,1,0,0
it not delivered yet but status marked delivered without passcode,0,0,0,delay,0,3,2
product not received and no call,0,0,2,damage_lost,0,4,3
disciplined delivery,2,2,4,fallback_support,2,1,0
fake retailer report on website,0,0,4,fallback_support,0,3,2
satisfactory,2,2,4,fallback_support,2,1,0
leave parcel with security without informing,1,1,4,fallback_support,1,0,0
abusive language,1,1,4,fallback_support,1,0,0
delivery done on time,2,2,4,fallback_support,2,1,0
delivery executive showed great respect,2,2,4,fallback_support,2,1,0
outstanding,1,1,4,fallback_support,1,0,0
asked to collect parcel downstairs instead of doorstep delivery,1,1,4,fallback_support,1,0,0
delivery agent deserves appreciation token,2,2,4,fallback_support,2,1,0
bad experience on this order for past day not get not correct response,0,0,4,fallback_support,0,3,2
delivery completed smoothly and on time,2,2,4,fallback_support,2,1,0
delivery faster than expectation,2,2,4,fallback_support,2,1,0
very good service overall,2,2,4,fallback_support,2,1,0
shipping on time but parcel stuck at hub,1,1,4,fallback_support,0,0,0
delivery person availability issue,1,0,4,fallback_support,0,0,0
order cancelled request,0,0,4,fallback_support,1,0,1
bad product,0,0,4,fallback_support,0,3,2
delivery guidance good behaviour,1,2,3,behaviour,2,1,0
good satisfied,2,2,4,fallback_support,2,1,0
item not received only papers,1,1,2,damage_lost,0,0,0
no call no update long wait cancel if not delivered,1,0,5,tracking,0,2,2
delivery delayed by one day,0,0,0,delay,0,3,2
order delivered on promised time,2,2,4,fallback_support,2,1,0
order not delivered payment done still waiting,0,0,0,delay,0,3,2
shipment damaged and delivery status updated incorrectly multiple times,0,0,2,damage_lost,0,4,3
delivery boy rude with family,0,0,3,behaviour,0,3,2
refund requested for poor quality product,0,0,7,refund,0,4,3
credit card delivery delayed despite location clarification,1,0,0,delay,0,2,2
delivery not done,0,0,4,fallback_support,1,0,1
delivery boy should attempt second call,0,0,4,support,1,0,1
order very late,0,0,0,delay,0,3,2
false delivery status repeatedly updated,0,0,4,fallback_support,1,0,1
received empty box with paper inside product missing,0,0,2,damage_lost,0,4,3
delivery person spoke angrily and insulted woman at my house,0,0,4,fallback_support,1,0,1
return requested product not working,0,0,7,refund,0,4,3
delivery team reported wrong house number without calling,0,0,1,wrong_delivery,0,3,2
really good,2,2,4,fallback_support,2,1,0
reduce price no delivery charge suggestion,1,1,4,fallback_support,1,0,0
on time prompt delivery,1,1,4,fallback_support,2,0,0
Online system is excellent mobile app is very user friendly,2,2,4,fallback_support,2,1,0
good service overall,2,2,4,fallback_support,2,1,0
delivery staff misbehaved during document delivery,0,0,3,behaviour,1,0,2
fake item bring,1,1,4,fallback_support,0,0,0
fraud website low quality no refund,0,0,7,refund,0,4,3
delivery agent kind and ensured reattempt successful delivery,2,2,4,fallback_support,2,1,0
very poor service medicine delivery delayed,0,0,0,delay,0,3,2
not receive any product,1,1,4,fallback_support,1,0,0
Paes only pass,1,1,4,fallback_support,1,0,0
good time bound service,2,2,4,fallback_support,2,1,0
cancel order,0,0,4,fallback_support,1,0,1
very particular service,1,1,4,fallback_support,1,0,0
delivery time mismatch reschedule issue,0,0,4,fallback_support,0,3,2
