text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
stop misleading advertisement,banking,0,1,13,1,4,0
communication with customer is not good in kothapet branch,banking,0,1,9,2,4,0
stupidity app,banking,0,1,3,1,4,0
after account is created there is no proper guided steps regarding welcome letter debit card offers insurance and no response from banking people,banking,0,1,7,0,1,3
suggested choice name of account,banking,1,5,13,1,4,0
i havent received my welcome kit and my debit card yet please can that be sent earlier,banking,0,1,7,0,1,3
my rm wasnt aware that a minors account comes with a zero amb and gave wrong amb information,banking,0,1,13,1,4,0
need to improve debit card rewards,banking,1,5,7,1,4,0
over all is good kindly maintain same integrity throughout the service tenure and personal loan interest is very high please check on it,banking,1,3,2,1,4,0
minimumbalance should be k,banking,1,5,13,1,4,0
video kyc problem,banking,0,1,13,0,4,0
that kind of staff should resign they are not working for the bank,banking,0,1,13,0,4,0
the overall experience was very good i dont have any suggestions at the moment,banking,2,2,5,2,6,0
im happy with idfc bank services and executive and staff,banking,2,2,3,2,5,0
increase the limit until the kyc is done,banking,1,3,13,1,4,0
there must be no need to maintain mab if i do fd in my account,banking,1,5,13,1,4,0
there must be an option of either maintain minimum balance or do a fixed deposit to waive mab,banking,1,5,8,1,4,0
system is hopeless,banking,0,1,13,1,4,0
transparency needs to be maintained at every step,banking,1,5,13,1,4,0
take longer time,banking,0,1,13,1,4,0
it was a wonderful experience your mobile platform is best among all banks in india,banking,2,6,13,1,4,0
hey i could see my account has an amb of k however i opened it with zero amb offer please change it,banking,1,5,11,1,4,0
sir kindly do the average monthly balance to so that anybody can open the account,banking,1,5,13,1,4,0
about product pricing and terms and conditions to be mentioned properly,banking,1,5,13,1,4,0
the service of the bank staff of idfc first bank is very good and the bank app is easy to use,banking,2,2,3,2,6,0
team is totally fresher and dont know about the banks portal and policies,banking,0,1,13,1,4,0
the agent wanted cheque of my previous bank for kyc and account opening took many days,banking,0,1,13,1,4,0
tell me clearly the interest rate,banking,1,3,10,1,4,0
threshold limit to opening sb account should reduce minimum balance is too high,banking,1,3,8,1,4,0
reduce forex charges for savings account customers,banking,1,3,1,1,4,0
team well responded for me thats great,banking,2,2,13,1,5,0
pl provide self passbook printing in branch as staff is always busy,banking,1,5,9,1,4,1
account opening person guidance is excellent,banking,2,2,13,1,5,0
the idfc first bank system is very nice account opening prossissor is very fast good i am happy to become idfc family thanks appreciate,banking,2,2,3,2,5,0
stick on the commitment else dont give commitments,banking,1,5,13,1,4,0
every thing is good please keep privacy security related issue always,banking,1,1,13,0,4,0
still account is on total freeze,banking,0,1,13,1,4,0
lounge facilities provided by idfc debit card is not accepted in many lounge it should be acceptable by at least one lounge in any terminal bengaluru t terminal doesnt have any lounge which give access to idfc debit card,banking,0,1,7,0,1,3
still not working after almost two weeks failed to even transfer money into my nro acct not sure how long will it take and the overall process is not clear,banking,0,0,13,0,4,0
good and nice experience,banking,2,2,13,1,4,0
jyada se jyada atm and branch kholna,banking,1,5,7,1,4,0
cut down minimum balance amount this will attract more customers present amount is high and cannot afford some customers moreover interest rate on minimum balance amount is saving interest,banking,1,3,8,1,4,0
stop creeping pple out,banking,0,1,13,1,4,0
overall superb experiance from bank,banking,2,6,13,1,4,0
stop misleading advertisement,banking,0,1,13,1,4,0
communication with customer is not good in kothapet branch,banking,0,1,9,2,4,0
stupidity app,banking,0,1,3,1,4,0
after account is created there is no proper guided steps involved regarding getting the welcoming letter and debit card also no information regarding the debit card offers and insurance that is provided on the same to activate it once account activation s done no response from the banking people,banking,0,1,7,1,4,0
